"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"22961","spm","","955614","0","111777","GSQI32","holotype","","","forewing","","1","text","","","Mesochorista proavita","species","180253","","Mesochorista proavita","species","180253","228","208.5","36527"
"22962","spm","","955615","0","111777","GSQI2","holotype","","","forewing","","1","text","","","Dunstania pulchra","species","190316","","Dunstania pulchra","species","190316","228","208.5","36527"
"22963","spm","","955617","0","111777","GSQI33","holotype","","","forewing","","1","text","","","Mesojassus ipsviciensis","species","190404","","Mesojassus ipsviciensis","species","190404","228","208.5","36527"
"22964","spm","","955626","0","111729","GSQI24a","paratype","","","tegmen","","1","text","","","Notoblattites subcostalis","species","190407","","Notoblattites subcostalis","species","190407","247.2","242","36527"
"22965","spm","","955626","0","111729","GSQI25a female","holotype","","","body","female","1","text","","","Notoblattites subcostalis","species","190407","","Notoblattites subcostalis","species","190407","247.2","242","36527"
"22966","spm","","955626","0","111729","GSQI25a male","holotype","","","body","male","1","text","","","Notoblattites subcostalis","species","190407","","Notoblattites subcostalis","species","190407","247.2","242","36527"
"22967","spm","","955630","0","111729","GSQI30","holotype","","","elytron","","1","text","","","Elaterites wianamattensis","species","190175","recombined as","Elateridium wianamattense","species","190175","247.2","242","36527"
"22968","spm","","955631","0","111729","GSQI28","holotype","","","elytron","","1","text","","","Metrorhynchites sydneiensis","species","190408","","Metrorhynchites sydneiensis","species","190408","247.2","242","36527"
"22969","spm","","955632","0","111729","GSQI31","holotype","","","body","","1","text","","","Etheridgea petrica","species","190409","","Etheridgea petrica","species","190409","247.2","242","36527"
"22970","spm","","955632","0","111729","GSQI31","holotype","","","elytron","","1","picture","","","Etheridgea petrica","species","190409","","Etheridgea petrica","species","190409","247.2","242","36527"
"22971","spm","","955633","0","111729","GSQI27","holotype","","","elytron","","1","text","","","Mesorhynchophora dunstani","species","190411","recombined as","Metrorhynchites dunstani","species","190411","247.2","242","36527"
"22973","spm","","955772","0","111558","GSQI205","holotype","","","forewing","","1","text","","","Triassolestes epiophlebioides","species","180502","","Triassolestes epiophlebioides","species","180502","228","208.5","36561"
"22974","spm","","955770","0","111558","GSQI126","holotype","","","forewing","","1","text","","","Aeroplana mirabilis","species","190774","","Aeroplana mirabilis","species","190774","228","208.5","36561"
"22975","spm","","955770","0","111558","GSQI126","holotype","","","hindwing","","1","text","","","Aeroplana mirabilis","species","190774","","Aeroplana mirabilis","species","190774","228","208.5","36561"
"22976","spm","","955775","0","111558","GSQI107","holotype","","","hemelytron","","1","text","","","Dunstaniopsis triassica","species","190808","","Dunstaniopsis triassica","species","190808","228","208.5","36567"
"22977","spm","","955774","0","111558","GSQI147","holotype","","","hemelytron","","1","text","","","Paradunstania affinis","species","190811","","Paradunstania affinis","species","190811","228","208.5","36567"
"22978","spm","","956128","0","111558","GSQI218","holotype","","","forewing","","1","text","","","Stereochorista frustrata","species","190862","","Stereochorista frustrata","species","190862","228","208.5","36572"
"22979","spm","","956130","0","111558","AM F.39263","holotype","","","wing","","1","text","1","","Aristopsyche superba","species","190870","subjective synonym of","Mesopsyche triareolata","species","189997","228","208.5","36572"
"22980","spm","","956131","0","111558","AM F.39272","holotype","","","wing","","1","text","1","","Neuropsyche elongata","species","190872","subjective synonym of","Mesopsyche triareolata","species","189997","228","208.5","36572"
"22981","spm","","956132","0","111558","GSQI137","holotype","","","wing","","1","text","","","Archepsychops triassica","species","180281","corrected to","Archepsychops triassicus","species","180281","228","208.5","36572"
"22984","spm","","956616","0","111558","GSQI180","holotype","","","tegmen","","1","text","","","Triassoblatta typica","species","191011","","Triassoblatta typica","species","191011","228","208.5","36584"
"22985","spm","","956617","0","111558","GSQI124","holotype","","","tegmen","","1","text","","","Triassoblatta insignita","species","191012","","Triassoblatta insignita","species","191012","228","208.5","36584"
"22986","spm","","956618","0","111558","GSQI216","holotype","","","tegmen","","1","text","","","Triassoblatta intermedia","species","191013","","Triassoblatta intermedia","species","191013","228","208.5","36584"
"22987","spm","","956615","0","111558","GSQI155a","holotype","","left","tegmen","","1","text","","","Samaroblatta reticulata","species","191015","","Samaroblatta reticulata","species","191015","228","208.5","36584"
"22988","spm","","956614","0","111558","GSQI156","holotype","","","tegmen","","1","text","","","Samaroblatta triassica","species","191016","","Samaroblatta triassica","species","191016","228","208.5","36584"
"22989","spm","","956613","0","111558","GSQI157","holotype","","left","tegmen","","1","text","","","Samaroblatta jonesi","species","191017","","Samaroblatta jonesi","species","191017","228","208.5","36584"
"22990","spm","","956612","0","111558","GSQI131b","holotype","","left","tegmen","","1","text","","","Samaroblatta blabelloides","species","191018","","Samaroblatta blabelloides","species","191018","228","208.5","36584"
"22991","spm","","956610","0","111558","GSQI105","holotype","","left","tegmen","","1","text","","","Austroblattula ipsviciensis","species","191021","","Austroblattula ipsviciensis","species","191021","228","208.5","36584"
"22992","spm","","956667","0","111558","GSQI191a","holotype","","","tegmen","","1","text","","","Triassojassus proavitus","species","191094","subjective synonym of","Mesojassus ipsviciensis","species","190404","228","208.5","36586"
"22993","spm","","956666","0","111558","GSQI248","holotype","","","tegmen","","1","text","","","Eurymelidium australe","species","191092","","Eurymelidium australe","species","191092","228","208.5","36586"
"22994","spm","","956665","0","111558","GSQI204","holotype","","","tegmen","","1","text","","","Ipsvicia acutipennis","species","191090","subjective synonym of","Ipsvicia jonesi","species","191088","228","208.5","36586"
"22995","spm","","956664","0","111558","GSQI208","holotype","","right","tegmen","","1","text","","","Ipsvicia maculata","species","191089","subjective synonym of","Ipsvicia jonesi","species","191088","228","208.5","36586"
"22996","spm","","956663","0","111558","GSQI122a","holotype","","left","tegmen","","1","text","","","Ipsvicia jonesi","species","191088","","Ipsvicia jonesi","species","191088","228","208.5","36586"
"22997","spm","","956672","0","111558","GSQI267a","holotype","","","tegmen","","1","text","","","Triassocixius australicus","species","191086","","Triassocixius australicus","species","191086","228","208.5","36586"
"22998","spm","","956662","0","111558","GSQI215","holotype","","","tegmen","","1","text","","","Mesocixius triassicus","species","191084","","Mesocixius triassicus","species","191084","228","208.5","36586"
"22999","spm","","956661","0","111558","GSQI116a","holotype","","","tegmen","","1","text","","","Triassoscarta subcostalis","species","191081","subjective synonym of","Mesoscytina australis","species","191076","228","208.5","36586"
"23000","spm","","956660","0","111558","GSQI213","holotype","","","tegmen","","1","text","","","Mesodiphthera grandis","species","191079","","Mesodiphthera grandis","species","191079","228","208.5","36586"
"23001","spm","","956659","0","111558","GSQI235","holotype","","","tegmen","","1","text","","","Mesoscytina affinis","species","191077","subjective synonym of","Mesoscytina australis","species","191076","228","208.5","36586"
"23002","spm","","956658","0","111558","GSQI112a","holotype","","","tegmen","","1","text","","","Mesoscytina australis","species","191076","","Mesoscytina australis","species","191076","228","208.5","36586"
"23003","spm","","956745","0","111558","GSQI207","paratype","","","hindwing","","1","text","","","Mesogereon affine","species","191116","","Mesogereon affine","species","191116","228","208.5","36590"
"23004","spm","","956745","0","111558","GSQI206","holotype","","","forewing","","1","text","","","Mesogereon affine","species","191116","","Mesogereon affine","species","191116","228","208.5","36590"
"23005","spm","","956744","0","111558","GSQI144","holotype","","","forewing","","1","text","","","Mesogereon compressum","species","191115","","Mesogereon compressum","species","191115","228","208.5","36590"
"23006","spm","","956743","0","111558","GSQI169","holotype","","","forewing","","1","text","","","Mesogereon superbum","species","191114","","Mesogereon superbum","species","191114","228","208.5","36590"
"23007","spm","","955616","0","111777","GSQI19","holotype","","","forewing","","1","text","","","Mesogereon neuropunctatum","species","190397","","Mesogereon neuropunctatum","species","190397","228","208.5","36590"
"23008","spm","","956746","0","111558","GSQI97","holotype","","","hindwing","","1","text","","","Mesogereon shepherdi","species","191117","","Mesogereon shepherdi","species","191117","228","208.5","36590"
"23023","spm","","959842","0","111558","GSQI258","paratype","","","forewing","","1","text","","","Mesorthopteron locustoides","species","190276","","Mesorthopteron locustoides","species","190276","228","208.5","36601"
"23024","spm","","959843","0","111558","GSQI86","holotype","","","forewing","","1","text","","","Triassomantis pygmaeus","species","191228","","Triassomantis pygmaeus","species","191228","228","208.5","36601"
"23025","spm","","959844","0","111558","GSQI99","holotype","","right","forewing","","1","text","","","Triassolocusta leptoptera","species","180284","","Triassolocusta leptoptera","species","180284","228","208.5","36601"
"23026","spm","","959845","29434","111558","AM F39270","","","","forewing","","1","text","","","Mesophlebia tillyardi","species","261047","subjective synonym of","Mesophlebia antinodalis","species","180507","228","208.5","36601"
"23027","spm","","959846","0","111558","GSQI82","holotype","","","wing","","1","text","","","Triassophlebia stigmatica","species","180509","","Triassophlebia stigmatica","species","180509","228","208.5","36601"
